text,label,text_length
ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,0,84
i'll probably be by tomorrow (or even later tonight if something's going on),0,76
so i asked how's anthony. dad. and your bf,0,42
are you ok. what happen to behave like this,0,43
dear where you. call me,0,23
do you know where my lab goggles went,0,37
i fetch yun or u fetch?,0,23
"actually nvm, got hella cash, we still on for &lt;#&gt; ish?",0,60
unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. we should try to go out one of th,0,172
"nah, i'm a perpetual dd",0,23
"sir, i am waiting for your mail.",0,32
what r u cooking me for dinner?,0,31
"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply.",1,156
yup but not studying surfing lor. i'm in e lazy mode today.,0,59
"no dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited &lt;#&gt; rs and il be getiing &lt;#&gt; rs..i can draw my acc wen it is &lt;#&gt; rs..",0,201
will you come online today night,0,32
how will i creep on you now? ;_;,0,32
oops my phone died and i didn't even know. yeah i like it better.,0,65
dunno dat's wat he told me. ok lor...,0,37
i'm also came to room.,0,22
thanks. fills me with complete calm and reassurance!,0,52
hello. they are going to the village pub at 8 so either come here or there accordingly. ok?,0,91
hi' test on &lt;#&gt; rd ....,0,29
"somewhr someone is surely made 4 u. and god has decided a perfect time to make u meet dat person. . . . till den, . . . . . enjoy ur crushes..!!!;-)",0,148
sounds better than my evening im just doing my costume. im not sure what time i finish tomorrow but i will txt you at the end.,0,126
"it doesnt make sense to take it there unless its free. if you need to know more, wikipedia.com",0,94
what i told before i tell. stupid hear after i wont tell anything to you. you dad called to my brother and spoken. not with me.,0,127
"dad wanted to talk about the apartment so i got a late start, omw now",0,69
"dunno, my dad said he coming home 2 bring us out 4 lunch. yup i go w u lor. i call u when i reach school lor...",0,111
"have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. have a great morning",0,128
im just wondering what your doing right now?,0,44
get down in gandhipuram and walk to cross cut road. right side &lt;#&gt; street road and turn at first right.,0,109
just nw i came to hme da..,0,26
gudnite....tc...practice going on,0,33
"neither [in sterm voice] - i'm studying. all fine with me! not sure the thing will be resolved, tho. anyway. have a fab hols",0,124
hi da:)how is the todays class?,0,31
dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.,0,81
"aight, we'll head out in a few",0,30
"hey. what happened? u switch off ur cell d whole day. this isnt good. now if u do care, give me a call tomorrow.",0,112
"free msg: get gnarls barkleys ""crazy"" ringtone totally free just reply go to this message right now!",1,100
you can jot down things you want to remember later.,0,51
u're welcome... caught u using broken english again...,0,54
dunno lei ü all decide lor. how abt leona? oops i tot ben is going n i msg him.,0,79
i've told you everything will stop. just dont let her get dehydrated.,0,69
i sent you &lt;#&gt; bucks,0,26
i'm wif him now buying tix lar...,0,33
i'm home. ard wat time will u reach?,0,36
lolnice. i went from a fish to ..water.?,0,40
went to ganesh dress shop,0,25
tell dear what happen to you. why you talking to me like an alian,0,65
"goodmorning, today i am late for 1hr.",0,37
"""speak only when you feel your words are better than the silence..."" gud mrng:-)",0,80
yeah that's the impression i got,0,32
2mro i am not coming to gym machan. goodnight.,0,46
that's y u haf 2 keep me busy...,0,32
"that's very rude, you on campus?",0,32
"just so that you know,yetunde hasn't sent money yet. i just sent her a text not to bother sending. so its over, you dont have to involve yourself in anything. i shouldn't have imposed anything on you in the first place so for that, i apologise.",0,244
no need to ke qi... ü too bored izzit y suddenly thk of this...,0,63
just buy a pizza. meat lovers or supreme. u get to pick.,0,56
alright i have a new goal now,0,29
you are a big chic. common. declare,0,35
desires- u going to doctor 4 liver. and get a bit stylish. get ur hair managed. thats it.,0,89
i'm in office now da:)where are you?,0,36
no messages on her phone. i'm holding it now,0,44
"beautiful tomorrow never comes.. when it comes, it's already today.. in the hunt of beautiful tomorrow don't waste your wonderful today.. goodmorning:)",0,151
k...k:)why cant you come here and search job:),0,46
"my fri ah... okie lor,goin 4 my drivin den go shoppin after tt...",0,65
"just sent again. do you scream and moan in bed, princess?",0,57
babe !!! i miiiiiiissssssssss you ! i need you !!! i crave you !!! :-( ... geeee ... i'm so sad without you babe ... i love you ...,0,131
"dear voucher holder, to claim this weeks offer, at you pc please go to http://www.e-tlp.co.uk/reward. ts&cs apply.",1,114
dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688,1,90
"tunji, how's the queen? how are you doing. this is just wishing you a great day. abiola.",0,88
"sunshine hols. to claim ur med holiday send a stamped self address envelope to drinks on us uk, po box 113, bray, wicklow, eire. quiz starts saturday! unsub stop",1,161
"mah b, i'll pick it up tomorrow",0,31
call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. u have 2 enter all ur mobile & personal details @ the prompts. careful!,1,144
this is ur face test ( 1 2 3 4 5 6 7 8 9 &lt;#&gt; ) select any number i will tell ur face astrology.... am waiting. quick reply...,0,131
"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries",1,137
great! how is the office today?,0,31
"* was really good to see you the other day dudette, been missing you!",0,69
my sister cleared two round in birla soft yesterday.,0,52
i will send them to your email. do you mind &lt;#&gt; times per night?,0,70
i sent your maga that money yesterday oh.,0,41
"ok. can be later showing around 8-8:30 if you want + cld have drink before. wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0,154
she told to hr that he want posting in chennai:)because i'm working here:),0,74
y dun cut too short leh. u dun like ah? she failed. she's quite sad.,0,68
is xy in ur car when u picking me up?,0,37
just taste fish curry :-p,0,25
nvm take ur time.,0,17
ok lor... but buy wat?,0,22
"call me. i m unable to cal. lets meet bhaskar, and deep",0,55
"yeah, i'll leave in a couple minutes &amp; let you know when i get to mu",0,72
"ur balance is now £600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!",1,132
"nice. wait...should you be texting right now? i'm not gonna pay your ticket, ya know!",0,85
have you been practising your curtsey?,0,38
you have registered sinco as payee. log in at icicibank.com and enter urn &lt;#&gt; to confirm. beware of frauds. do not share or disclose urn to anyone.,0,153
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡c c ringtone¡,1,83
shopping lor. them raining mah hard 2 leave orchard.,0,52
"how's my loverboy doing ? what does he do that keeps him from coming to his queen, hmmm ? doesn't he ache to speak to me ? miss me desparately ?",0,144
"hello. no news on job, they are making me wait a fifth week! yeah im up for some woozles and weasels... in exeter still, but be home about 3.",0,141
takin a shower now but yeah i'll leave when i'm done,0,52
oh ya ya. i remember da. .,0,26
anyway seriously hit me up when you're back because otherwise i have to light up with armand and he always has shit and/or is vomiting,0,134
i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...,0,88
"ok that would b lovely, if u r sure. think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... up to u! wot about ?",0,137
"like i made him throw up when we were smoking in our friend's car one time, it was awesome",0,90
nobody names their penis a girls name this story doesn't add up at all,0,70
"hey babe, sorry i didn't get sooner. gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a ptbo and he says it will cost &lt;#&gt; bucks. i don't know if it might be cheaper to find someone there ? we don't have any second hand machines at all right now, let me know what you want to do babe",0,325
thing r good thanx got exams in march ive done no revision? is fran still with boyf? ive gotta interviw 4 exeter bit worried!x,0,126
&lt;#&gt; ish minutes was 5 minutes ago. wtf.,0,45
dear i have reache room,0,23
yes.i'm in office da:),0,22
"and that is the problem. you walk around in ""julianaland"" oblivious to what is going on around you. i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. it's not that you don't know why i'm upset--it's that you don't listen when i tell you what is going to upset me. then you want to be surprised when i'm mad.",0,379
sorry da thangam.it's my mistake.,0,33
o turns out i had stereo love on mi phone under the unknown album.,0,66
for the first time in the history 'need' 'comfort' and 'luxury' are sold at same price in india..!! onion-rs. &lt;#&gt; petrol-rs. &lt;#&gt; beer-rs. &lt;#&gt; shesil &lt;#&gt;,0,176
"freemsg why haven't you replied to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to end",1,159
"england v macedonia - dont miss the goals/team news. txt ur national team to 87077 eg england to 87077 try:wales, scotland 4txt/ú1.20 poboxox36504w45wq 16+",1,155
"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066368470",1,152
really dun bluff me leh... u sleep early too. nite...,0,53
i'm good. have you registered to vote?,0,38
dont gimme that lip caveboy,0,27
do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now,1,157
but pls dont play in others life.,0,33
hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl,0,153
you see the requirements please,0,31
of course. i guess god's just got me on hold right now.,0,55
i forgot 2 ask ü all smth.. there's a card on da present lei... how? ü all want 2 write smth or sign on it?,0,107
can u look 4 me in da lib i got stuff havent finish yet.,0,56
k...k...yesterday i was in cbe .,0,32
"i'm eatin now lor, but goin back to work soon... e mountain deer show huh... i watch b4 liao, very nice...",0,106
"i jus hope its true that missin me cos i'm really missin him! you haven't done anything to feel guilty about, yet.",0,114
lol what happens in vegas stays in vegas,0,40
"no we put party 7 days a week and study lightly, i think we need to draw in some custom checkboxes so they know we're hardcore",0,126
pls help me tell ashley that i cant find her number oh,0,54
i'm not coming home 4 dinner.,0,29
ok which your another number,0,28
pls give her the food preferably pap very slowly with loads of sugar. you can take up to an hour to give it. and then some water. very very slowly.,0,147
we are okay. going to sleep now. later,0,38
in meeting da. i will call you,0,30
u definitely need a module from e humanities dis sem izzit? u wan 2 take other modules 1st?,0,91
sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? reply end sptv,1,120
k.i did't see you.:)k:)where are you now?,0,41
not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0,94
teach me apps da. when you come to college.,0,43
you have an important customer service announcement. call freephone 0800 542 0825 now!,1,86
she ran off with a younger man. we will make pretty babies together :),0,70
"multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",0,126
k..u also dont msg or reply to his msg..,0,40
"what do u reckon as need 2 arrange transport if u can't do it, thanks",0,69
"no dice, art class 6 thru 9 :( thanks though. any idea what time i should come tomorrow?",0,88
thanx 4 2day! u r a goodmate i think ur rite sary! asusual!1 u cheered me up! love u franyxxxxx,0,95
wishing you a wonderful week.,0,29
was actually about to send you a reminder today. have a wonderful weekend,0,73
if you are not coughing then its nothing,0,40
shall i ask one thing if you dont mistake me.,0,45
actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,80
no plm i will come da. on the way.,0,34
"now u sound like manky scouse boy steve,like! i is travelling on da bus home.wot has u inmind 4 recreation dis eve?",0,115
i am in office:)whats the matter..msg me now.i will call you at break:).,0,72
alrite jod hows the revision goin? keris bin doin a smidgin. n e way u wanna cum over after college?xx,0,102
where wuld i be without my baby? the thought alone mite break me and i dont wanna go crazy but everyboy needs his lady xxxxxxxx,0,128
orh i tot u say she now still dun believe.,0,42
i could ask carlos if we could get more if anybody else can chip in,0,67
ok lor...,0,9
do u noe how 2 send files between 2 computers?,0,46
yup bathe liao...,0,17
"nah can't help you there, i've never had an iphone",0,50
"(i should add that i don't really care and if you can't i can at least get this dude to fuck off but hey, your money if you want it)",0,132
i‘m parked next to a mini!!!! when are you coming in today do you think?,0,72
ok. i am a gentleman and will treat you with dignity and respect.,0,65
yeah it's jus rite...,0,21
"do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here..""",0,112
"mmmmmm ... i love you,so much, ahmad ... i can't wait for this year to begin as every second takes me closer to being at your side. happy new year, my love!!",0,157
are you driving or training?,0,28
ok lar... joking wif u oni...,0,29
"sweet, we may or may not go to 4u to meet carlos so gauge patty's interest in that",0,82
you will be receiving this week's triple echo ringtone shortly. enjoy it!,1,73
me hungry buy some food good lei... but mum n yun dun wan juz buy a little bit...,0,81
y lei?,0,6
host-based idps for linux systems.,0,34
the new deus ex game comin early next yr,0,40
"i'm nt goin, got somethin on, unless they meetin 4 dinner lor... haha, i wonder who will go tis time...",0,103
i wish that i was with you. holding you tightly. making you see how important you are. how much you mean to me ... how much i need you ... in my life ...,0,153
december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update vco free on 08002986906,1,158
"dear relieved of westonzoyland, all going to plan this end too!",0,63
msg me when rajini comes.,0,25
jade its paul. y didnt u txt me? do u remember me from barmed? i want 2 talk 2 u! txt me,0,89
do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 08000930705,1,157
i hope your pee burns tonite.,0,29
"good good, billy mates all gone. just been jogging, again! did enjoy concert?",0,77
hey gorgeous man. my work mobile number is. have a good one babe. squishy mwahs.,0,80
ok i shall talk to him,0,22
i see. when we finish we have loads of loans to pay,0,51
"i‘ll leave around four, ok?",0,27
"babe ! how goes that day ? what are you doing ? where are you ? i sip my cappuccino and think of you, my love ... i send a kiss to you from across the sea",0,154
"my mobile number.pls sms ur mail id.convey regards to achan,amma.rakhesh.qatar",0,78
hi babe u r most likely to be in bed but im so sorry about tonight! i really wanna see u tomorrow so call me at 9. love me xxx,0,126
dis is yijue. i jus saw ur mail. in case huiming havent sent u my num. dis is my num.,0,85
"oh rite. well im with my best mate pete, who i went out with 4 a week+ now were 2geva again. its been longer than a week.",0,121
should i send you naughty pix? :),0,33
<forwarded from 448712404000>please call 08712404000 immediately as there is an urgent message waiting for you.,1,111
so li hai... me bored now da lecturer repeating last weeks stuff waste time...,0,78
i am back. bit long cos of accident on a30. had to divert via wadebridge.i had a brilliant weekend thanks. speak soon. lots of love,0,131
"3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",1,130
then dun wear jeans lor...,0,26
went to pay rent. so i had to go to the bank to authorise the payment.,0,70
"good afternoon sunshine! how dawns that day ? are we refreshed and happy to be alive? do we breathe in the air and smile ? i think of you, my love ... as always",0,160
meeting u is my work. . . tel me when shall i do my work tomorrow,0,65
i notice you like looking in the shit mirror youre turning into a right freak,0,77
k.k:)advance happy pongal.,0,26
your b4u voucher w/c 27/03 is marsms. log onto www.b4utele.com for discount credit. to opt out reply stop. customer care call 08717168528,1,137
misplaced your number and was sending texts to your old number. wondering why i've not heard from you this year. all the best in your mcat. got this number from my atlanta friends,0,179
ok... help me ask if she's working tmr a not?,0,45
no pic. please re-send.,0,23
siva is in hostel aha:-.,0,24
s:)no competition for him.,0,26
shall i send that exe to your mail id.,0,38
"a bit of ur smile is my hppnss, a drop of ur tear is my sorrow, a part of ur heart is my life, a heart like mine wil care for u, forevr as my goodfriend",0,152
dude avatar 3d was imp. at one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0,124
doesn't g have class early tomorrow and thus shouldn't be trying to smoke at &lt;#&gt;,0,86
"haha awesome, omw back now then",0,31
hey i booked the kb on sat already... what other lessons are we going for ah? keep your sat night free we need to meet and confirm our lodging,0,142
sorry de i went to shop.,0,24
hmm...bad news...hype park plaza $700 studio taken...only left 2 bedrm-$900...,0,78
"hmmm.... mayb can try e shoppin area one, but forgot e name of hotel...",0,71
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0,49
joy's father is john. then john is the name of joy's father. mandan,0,67
thanks for your message. i really appreciate your sacrifice. i'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. i'm in class now. do have a wonderful day.,0,202
i wont do anything de.,0,22
"dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0,124
oh yah... we never cancel leh... haha,0,37
your account has been refilled successfully by inr &lt;decimal&gt; . your keralacircle prepaid account balance is rs &lt;decimal&gt; . your transaction id is kr &lt;#&gt; .,0,172
"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx",0,138
"""what are youdoing later? sar xxx""",0,34
oh howda gud gud.. mathe en samachara chikku:-),0,47
"spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic",1,149
ho ho - big belly laugh! see ya tomo,0,36
si si. i think ill go make those oreo truffles.,0,47
happy new year. hope you are having a good semester,0,51
wat's da model num of ur phone?,0,31
"i've got &lt;#&gt; , any way i could pick up?",0,45
"almost there, see u in a sec",0,28
well that must be a pain to catch,0,33
also are you bringing galileo or dobby,0,38
if i was i wasn't paying attention,0,34
i love to cuddle! i want to hold you in my strong arms right now...,0,67
hello- thanx for taking that call. i got a job! starts on monday!,0,65
"that‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0,124
free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone,1,162
as one of our registered subscribers u can enter the draw 4 a 100 g.b. gift voucher by replying with enter. to unsubscribe text stop,1,132
lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,0,93
how come she can get it? should b quite diff to guess rite...,0,61
y bishan lei... i tot ü say lavender?,0,37
sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now! hg/suite342/2lands row/w1j6hl,1,149
"yep, by the pretty sculpture",0,28
"congratulations! thanks to a good friend u have won the £2,000 xmas prize. 2 claim is easy, just call 08718726971 now! only 10p per minute. bt-national-rate.",1,157
no it's waiting in e car dat's bored wat. cos wait outside got nothing 2 do. at home can do my stuff or watch tv wat.,0,117
santa calling! would your little ones like a call from santa xmas eve? call 09058094583 to book your time.,1,106
"customer service announcement. we recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. ref:9280114",1,152
i want snow. it's just freezing and windy.,0,42
"i know dat feelin had it with pete! wuld get with em , nuther place nuther time mayb?",0,85
what year. and how many miles.,0,30
"good morning, my boytoy! how's those yummy lips ? where's my sexy buns now ? what do you do ? do you think of me ? do you crave me ? do you need me ?",0,149
no. did you multimedia message them or e-mail?,0,46
cos i want it to be your thing,0,30
its &lt;#&gt; k here oh. should i send home for sale.,0,53
no other valentines huh? the proof is on your fb page. ugh i'm so glad i really didn't watch your rupaul show you tool!,0,119
love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!,0,92
will it help if we propose going back again tomorrow,0,52
i'll reach in ard 20 mins ok...,0,31
you said not now. no problem. when you can. let me know.,0,56
want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network bt txting gravel to 69888! nt. ec2a. 31p.msg@150p,1,162
are you this much buzy,0,22
but i'm really really broke oh. no amount is too small even &lt;#&gt;,0,69
no it was cancelled yeah baby! well that sounds important so i understand my darlin give me a ring later on this fone love kate x,0,129
hi baby ive just got back from work and i was wanting to see u allday! i hope i didnt piss u off on the phone today. if u are up give me a call xxx,0,147
i thk 530 lor. but dunno can get tickets a not. wat u doing now?,0,64
does not operate after &lt;#&gt; or what,0,40
yeah. i got a list with only u and joanna if i'm feeling really anti social,0,75
"says that he's quitting at least5times a day so i wudn't take much notice of that. nah, she didn't mind. are you gonna see him again? do you want to come to taunton tonight? u can tell me all about !",0,199
you still coming tonight?,0,25
yes:)here tv is always available in work place..,0,48
"its ok, called mom instead have fun",0,35
u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597,1,145
"babe! how goes that day ? what are you up to ? i miss you already, my love ... * loving kiss* ... i hope everything goes well.",0,126
yup i'm free...,0,15
rt-king pro video club>> need help? info@ringtoneking.co.uk or call 08701237397 you must be 16+ club credits redeemable at www.ringtoneking.co.uk! enjoy!,1,153
i'm at home n ready...,0,22
ugh its been a long day. i'm exhausted. just want to cuddle up and take a nap,0,77
from here after the performance award is calculated every two month.not for current one month period..,0,102
shall i bring us a bottle of wine to keep us amused? only joking! i‘ll bring one anyway,0,87
k.then any other special?,0,25
u having lunch alone? i now so bored...,0,39
package all your programs well,0,30
i.ll give her once i have it. plus she said grinule greet you whenever we speak,0,79
"don't worry though, i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. brb gonna go kill myself",0,201
can you call me plz. your number shows out of coveragd area. i have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,139
your credits have been topped up for http://www.bubbletext.com your renewal pin is tgxxrz,1,89
ugh my leg hurts. musta overdid it on mon.,0,42
"ou are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18",1,145
we walked from my moms. right on stagwood pass right on winterstone left on victors hill. address is &lt;#&gt;,0,110
the wine is flowing and i'm i have nevering..,0,45
that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,0,190
"that's good, because i need drugs",0,33
"house-maid is the murderer, coz the man was murdered on &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?",0,165
"funny fact nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens",0,151
missed call alert. these numbers called but left no message. 07008009200,1,72
"alright we're hooked up, where you guys at",0,42
err... cud do. i'm going to at 8pm. i haven't got a way to contact him until then.,0,82
thanx a lot...,0,14
urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,1,143
"yes, princess. toledo.",0,22
urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050003091 from land line. claim c52. valid 12hrs only,1,157
it has everything to do with the weather. keep extra warm. its a cold but nothing serious. pls lots of vitamin c,0,112
how many licks does it take to get to the center of a tootsie pop?,0,66
sounds like something that someone testing me would sayy,0,56
"isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. i jst did it.. takecare..:) goodmorning",0,293
"just dropped em off, omw back now",0,33
mom wants to know where you at,0,30
pls ask macho how much is budget for bb bold 2 is cos i saw a new one for &lt;#&gt; dollars.,0,92
do ü all wan 2 meet up n combine all the parts? how's da rest of da project going?,0,82
urgent this is our 2nd attempt to contact u. your £900 prize from yesterday is still awaiting collection. to claim call now 09061702893,1,135
free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts. call mobileupd8 08001950382 or call2optout/674,1,145
anytime...,0,10
i remain unconvinced that this isn't an elaborate test of my willpower,0,70
today my system sh get ready.all is well and i am also in the deep well,0,71
"i'm back, lemme know when you're ready",0,38
and now electricity just went out fml.,0,38
that's good. lets thank god. please complete the drug. have lots of water. and have a beautiful day.,0,100
"sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae",1,158
"poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0,63
i did. one slice and one breadstick. lol,0,40
had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030,1,154
you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt,1,149
i love working from home :),0,27
u 2.,0,4
i wont. so wat's wit the guys,0,29
lol wtf random. btw is that your lunch break,0,44
lol no ouch but wish i'd stayed out a bit longer,0,48
i dont understand your message.,0,31
free>ringtone! reply real or poly eg real1 1. pushbutton 2. dontcha 3. babygoodbye 4. golddigger 5. webeburnin 1st tone free and 6 more when u join for £3/wk,1,157
pls i wont belive god.not only jesus.,0,37
recpt 1/3. you have ordered a ringtone. your order is being processed...,1,72
"idk. you keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. and i'm tired. i have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,234
"i'm in solihull, | do you want anything?",0,40
i can't make it tonight,0,23
i got your back! do you have any dislikes in bed?,0,49
1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1,139
wat uniform? in where get?,0,26
i surely dont forgot to come:)i will always be in touch in with you:-),0,70
fine i miss you very much.,0,26
"1.20 that call cost. which i guess isnt bad. miss ya, need ya, want ya, love ya",0,79
"… we r stayin here an extra week, back next wed. how did we do in the rugby this weekend? hi to and and , c u soon """,0,116
great new offer - double mins & double txt on best orange tariffs and get latest camera phones 4 free! call mobileupd8 free on 08000839402 now! or 2stoptxt t&cs,1,160
thanx 4 puttin da fone down on me!!,0,35
or i guess &lt;#&gt; min,0,24
"sorry,in meeting i'll call later",0,32
"hey sexy buns ! have i told you ? i adore you, loverboy. i hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",0,153
"honey ? sweetheart ? darling ? sexy buns ? sugar plum ? loverboy ? i miss you, boytoy ... *smacks your ass* did you go to the gym too ?",0,135
"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later",0,105
"short but cute: ""be a good person, but dont try to prove it.."" .gud noon....",0,76
don know..he is watching film in computer..,0,43
check wid corect speling i.e. sarcasm,0,37
"i hope your alright babe? i worry that you might have felt a bit desparate when you learned the job was a fake ? i am here waiting when you come back, my love",0,158
hai priya are you right. what doctor said pa. where are you.,0,60
and you! will expect you whenever you text! hope all goes well tomo,0,67
lol i know! hey someone did a great inpersonation of flea on the forums. i love it!,0,83
"yeah i am, so i'll leave maybe 7ish?",0,36
you didn't have to tell me that...now i'm thinking. plus he's going to stop all your runs,0,89
would really appreciate if you call me. just need someone to talk to.,0,69
"goal! arsenal 4 (henry, 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins.",1,155
"haha better late than ever, any way i could swing by?",0,53
ü comin to fetch us oredi...,0,28
where you. what happen,0,22
or ü go buy wif him then i meet ü later can?,0,44
are u awake? is there snow there?,0,33
"i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it.",0,103
"someone u know has asked our dating service 2 contact you! cant guess who? call 09058097189 now all will be revealed. pobox 6, ls15hb 150p",1,138
"six chances to win cash! from 100 to 20,000 pounds txt> csh11 and send to 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info",1,136
like a personal sized or what,0,29
ok thanx...,0,11
hello. damn this christmas thing. i think i have decided to keep this mp3 that doesnt work.,0,91
my computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full &lt;#&gt; /7,0,161
there r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0,88
take us out shopping and mark will distract isaiah.=d,0,53
"do whatever you want. you know what the rules are. we had a talk earlier this week about what had to start happening, you showing responsibility. yet, every week it's can i bend the rule this way? what about that way? do whatever. i'm tired of having thia same argument with you every week. and a &lt;#&gt; movie doesnt inlude the previews. you're still getting in after 1.",0,373
dear i am not denying your words please,0,39
no no. i will check all rooms befor activities,0,46
"yes, princess. are you going to make me moan?",0,45
"no idea, i guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,157
are your freezing ? are you home yet ? will you remember to kiss your mom in the morning? do you love me ? do you think of me ? are you missing me yet ?,0,152
thats cool. i liked your photos. you are very sexy!,0,51
"awesome, how do i deal with the gate? charles told me last night but, uh, yeah",0,78
get me out of this dump heap. my mom decided to come to lowes. boring.,0,70
"machan you go to gym tomorrow, i wil come late goodnight.",0,57
please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!,1,137
to day class is there are no class.,0,35
well done and ! luv ya all,0,26
